x,y,theta
0.9443865041230084,3.7155356106982413,2.6604877920612138
0.898938047414234,3.7392604309751842,2.7282005250337926
0.8523295865507297,3.7597061687386053,2.793390720629306
0.8047641658538057,3.7769720443587143,2.8517759520501613
0.7563741239142997,3.79140259246496,2.902860985537361
0.7072900792815184,3.803348315388572,2.946485141470455
0.6576426505047723,3.8131597154607815,2.982650258822427
0.6075624561333679,3.8211872950128183,3.01144806875473
0.5571801147166131,3.8277815563759114,3.033000289538922
0.5066262448038164,3.8332930018812936,3.0474131025075386
0.45603146494428504,3.8380721338601926,3.0547447504285663
0.40552639368732735,3.8424694546438403,3.0549840810731816
0.35524164958225,3.8468354665634665,3.04803821607494
0.3053078511783644,3.8515206719503,3.04803821607494
